id,label
1,0.9797597527503967
2,0.7459834814071655
3,0.08912409842014313
4,0.0068067386746406555
5,0.04888628423213959
6,0.060230132192373276
7,0.7110938429832458
8,0.5516371130943298
9,0.9972801208496094
10,0.9984442591667175
11,0.0628693550825119
12,0.056499969214200974
13,0.8096002340316772
14,0.3114187717437744
15,0.030655303969979286
16,0.9898109436035156
17,0.0002662460319697857
18,0.0035934692714363337
19,0.00921584665775299
20,0.9928132891654968
21,0.03751501068472862
22,0.3126991391181946
23,0.9951021671295166
24,0.11218132823705673
25,0.9807829260826111
26,0.9566653370857239
27,0.08239171653985977
28,0.9857197403907776
29,0.0006041686865501106
30,1.8110396922565997e-05
31,0.14287731051445007
32,0.9919759631156921
33,0.9982402324676514
34,0.5118796825408936
35,0.8405250310897827
36,0.9349678158760071
37,0.9843735694885254
38,0.9191515445709229
39,0.9990878105163574
40,0.6015469431877136
41,0.9059783816337585
42,0.2140357941389084
43,0.008617747575044632
44,0.1288425326347351
45,0.16384120285511017
46,0.31192630529403687
47,0.03188680484890938
48,0.0005702365888282657
49,0.9995917677879333
50,0.5126279592514038
51,0.002334675984457135
52,0.7158728837966919
53,0.9450613260269165
54,0.9694826006889343
55,0.8125047087669373
56,0.000415013957535848
57,0.07465093582868576
58,0.9549241065979004
59,0.08829884976148605
60,0.9997785687446594
61,0.8240751028060913
62,0.9134105443954468
63,0.9988816380500793
64,0.04518982395529747
65,0.00090740219457075
66,0.8641982078552246
67,0.0925651416182518
68,0.9910365343093872
69,0.9562235474586487
70,0.7697941660881042
71,0.475015789270401
72,0.881438136100769
73,0.20933784544467926
74,2.4924504032242112e-05
75,0.006644662469625473
76,0.8384431600570679
77,0.010887549258768559
78,0.9847379326820374
79,0.44630539417266846
80,0.9739928841590881
81,0.0020211345981806517
82,0.9600645303726196
83,0.012599567882716656
84,0.6877937316894531
85,0.9990676045417786
86,0.9568689465522766
87,0.932400107383728
88,0.8574227094650269
89,0.20916719734668732
90,0.9219146966934204
91,0.26843199133872986
92,0.9986910223960876
93,0.977412223815918
94,0.17746604979038239
95,0.09296856820583344
